code,name,category,configuration_type,status,priority,parameter_count,reference_range_required,reference_range_count,qualitative_config_required,analyzer_mapping_required,analyzer_mapping_count,method,specimen,active_rate,action_reason
"BIO-0046","TIBC","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Colorimetric/Calculated","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0047","UIBC","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Colorimetric","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0048","Transferrin","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoturbidimetry","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0049","Transferrin Saturation","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Calculated","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0052","Folate","Clinical Biochemistry","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ECLIA","Serum / Plasma","2000.00","NUMERIC_RANGE_MISSING"
"BIO-0054","Vitamin D, 1,25-dihydroxy","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay/LC-MS","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0055","Zinc","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Colorimetric/AAS/ICP-MS","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0056","Copper","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"AAS/ICP-MS","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0057","Ceruloplasmin","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoturbidimetry","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0064","Troponin T, High Sensitivity","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"High-sensitivity immunoassay","Serum / Plasma","1800.00","NUMERIC_RANGE_MISSING"
"BIO-0066","BNP","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0069","Lactate","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Enzymatic","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0070","Pyruvate","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Enzymatic","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0071","Homocysteine","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay/Enzymatic","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0072","Osmolality, Serum","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Freezing point osmometry","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0073","Anion Gap","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Calculated","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0074","Beta-Hydroxybutyrate","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Enzymatic","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0075","Acetone, Blood","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Chemical/GC","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0076","Prealbumin","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoturbidimetry","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0077","Haptoglobin","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoturbidimetry","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0078","Alpha-1 Antitrypsin","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoturbidimetry","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0079","Bile Acids, Total","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Enzymatic","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0080","ALP Isoenzymes","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Electrophoresis","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0081","LDH Isoenzymes","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Electrophoresis","Serum / Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0082","Urine Protein, Random","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0083","Urine Protein, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0084","Urine Albumin, Random","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0085","Urine Microalbumin","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","800.00","NUMERIC_RANGE_MISSING"
"BIO-0086","Urine Albumin/Creatinine Ratio","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0087","Urine Creatinine, Random","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0088","Urine Creatinine, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0089","Creatinine Clearance","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0090","Urine Urea, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0091","Urine Sodium, Random","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0092","Urine Sodium, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0093","Urine Potassium, Random","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0094","Urine Potassium, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0095","Urine Chloride, Random","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0096","Urine Chloride, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0097","Urine Calcium, Random","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0098","Urine Calcium, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0099","Urine Phosphorus, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0100","Urine Magnesium, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0101","Urine Uric Acid, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0102","Urine Glucose, Quantitative","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0103","Urine Osmolality","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0104","Urine Citrate, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0105","Urine Oxalate, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0106","Urine Copper, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0107","Urine Free Cortisol, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0108","Urine Metanephrine, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0109","Urine Normetanephrine, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0110","Urine VMA, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0111","Urine 5-HIAA, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0112","Urine Catecholamines, 24 Hour","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0113","Urine Amino Acid Screen","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0114","Urine Porphobilinogen","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0115","Urine Porphyrins","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0116","Urine Cystine","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Analyzer/Validated chemistry method","Urine (random or timed as specified)","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0117","CSF Protein","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","CSF","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0118","CSF Glucose","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","CSF","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0119","CSF LDH","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","CSF","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0120","Pleural Fluid Protein","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Pleural Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0121","Pleural Fluid Glucose","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Pleural Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0122","Pleural Fluid LDH","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Pleural Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0123","Ascitic Fluid Protein","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Ascitic Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0124","Ascitic Fluid Glucose","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Ascitic Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0125","Ascitic Fluid LDH","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Ascitic Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0126","Pericardial Fluid Protein","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Pericardial Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0127","Pericardial Fluid Glucose","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Pericardial Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0128","Pericardial Fluid LDH","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Pericardial Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0129","Synovial Fluid Protein","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Synovial Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0130","Synovial Fluid Glucose","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Synovial Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0131","Synovial Fluid LDH","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Synovial Fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0132","Pleural Fluid ADA","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Specified body fluid","1000.00","NUMERIC_RANGE_MISSING"
"BIO-0133","Ascitic Fluid Albumin","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Specified body fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0134","Serum-Ascites Albumin Gradient (SAAG)","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Specified body fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0135","CSF Chloride","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Specified body fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0136","CSF Lactate","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Specified body fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0137","Synovial Fluid Uric Acid","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Specified body fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0138","Drain Fluid Creatinine","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Specified body fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0139","Drain Fluid Amylase","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Specified body fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"BIO-0140","Body Fluid Triglyceride","Clinical Biochemistry","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Validated chemistry method","Specified body fluid","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"CLP-0002","Urine Color","Clinical Pathology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Dipstick + microscopy / automated urinalysis","Fresh Midstream Urine","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"CLP-0003","Urine Appearance","Clinical Pathology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Dipstick + microscopy / automated urinalysis","Fresh Midstream Urine","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"CLP-0004","Urine Specific Gravity","Clinical Pathology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Dipstick + microscopy / automated urinalysis","Fresh Midstream Urine","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"CLP-0005","Urine pH","Clinical Pathology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Dipstick + microscopy / automated urinalysis","Fresh Midstream Urine","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"CLP-0006","Urine Protein, Dipstick","Clinical Pathology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Dipstick + microscopy / automated urinalysis","Fresh Midstream Urine","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"CLP-0007","Urine Glucose, Dipstick","Clinical Pathology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Dipstick + microscopy / automated urinalysis","Fresh Midstream Urine","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"CLP-0008","Urine Ketone","Clinical Pathology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Dipstick + microscopy / automated urinalysis","Fresh Midstream Urine","200.00","NUMERIC_RANGE_MISSING"
"CLP-0009","Urine Blood/Hemoglobin","Clinical Pathology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Dipstick + microscopy / automated urinalysis","Fresh Midstream Urine","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
